1,0,12.34,834.94
1,1,12.414,842.339
1,2,12.45,832.318
1,3,11.986,683.492
1,4,12.696,1844.7
1,5,12.52,490.929
1,6,13.56,1015.95
1,7,12.736,1817.61
1,8,12.353,1307.78
1,9,11.223,1722.02
1,10,12.684,883.328
1,11,13.265,1458.52
1,12,12.025,54.432
1,13,12.696,888.346
1,14,12.932,1057.76
1,15,11.269,291.767
1,16,12.186,573.542
1,17,11.778,1706.69
1,18,13.596,1093.69
1,19,12.427,1668.29
1,20,12.855,392.843
1,21,11.493,35.859
1,22,13.509,480.55
1,23,12.758,473.615
1,24,12.416,1576.72
1,25,11.915,1771.1
1,26,13.196,444.481
1,27,11.558,344.491
1,28,12.187,2125.11
1,29,12.774,1888.31
1,30,13.294,1948.43
1,31,13.082,1952.01
1,32,13.05,1935.39
1,33,12.797,1554.86
1,34,13.239,1441.48
1,35,13.171,1934.5
1,36,12.823,1885.79
1,37,12.432,2054.66
1,38,12.815,1484.49
1,39,13.282,941.726
1,40,12.565,531.794
1,41,12.62,2075.65
1,42,11.743,304.303
1,43,12.338,760.496
1,44,12.045,734.469
1,45,11.897,668.346
1,46,12.73,418.443
1,47,13.231,1207.13
1,48,13.388,1119.19
1,49,12.452,492.852
1,50,13.066,1836.54
1,51,11.538,1721.93
1,52,11.626,139.279
1,53,13.058,1403.36
1,54,12.512,2117.55
1,55,11.919,2131.08
1,56,12.779,1343.36
1,57,11.36,54.878
1,58,13.757,1048.83
1,59,12.985,1109.48
1,60,12.797,1538.25
1,61,12.691,2159.86
1,62,12.262,682.955
1,63,12.554,879.709
1,64,12.306,1667.39
1,65,11.599,171.454
1,66,12.477,1836.29
1,67,12.789,1249.5
1,68,12.362,1606.55
1,69,12.584,948.637
1,70,12.632,1862.03
1,71,12.614,1939.63
1,72,11.938,825.368
1,73,12.879,1163.35
1,74,11.715,166.904
1,75,12.619,895.106
1,76,12.873,1441.64
1,77,13.29,1953.64
1,78,12.87,1366.08
1,79,11.68,1767.27
1,80,12.462,619.659
1,81,11.849,48.318
1,82,13.216,502.232
1,83,12.938,1419.17
1,84,12.431,1382.35
1,85,12.081,764.802
1,86,12.038,696.745
1,87,12.112,780.229
1,88,12.281,649.962
1,89,12.451,542.06
1,90,12.807,1843.01
1,91,13.299,1499.84
1,92,11.689,94.452
1,93,12.825,1005.58
1,94,11.635,399.099
1,95,12.191,762.857
1,96,12.704,2051.96
1,97,12.871,1141.65
1,98,12.755,1240.74
1,99,12.553,2137.7
1,100,11.597,384.496
1,101,13.678,1487.23
1,102,11.892,294.216
1,103,12.531,1356.89
1,104,11.57,1764.01
1,105,12.809,933.003
1,106,12.313,781.86
1,107,12.784,1246.06
1,108,12.284,1352.32
1,109,13.221,453.869
1,110,13.327,480.661
1,111,12.704,1840.28
1,112,12.498,1377.52
1,113,12.263,758.42
1,114,12.79,1902.43
1,115,13.129,1426.14
1,116,12.93,1906.61
1,117,12.94,1198.85
1,118,12.182,919.594
1,119,12.33,809.382
1,120,12.758,1001.98
1,121,13.264,1468.48
1,122,11.526,93.663
1,123,12.369,1834.93
1,124,12.101,1658.31
1,125,11.574,156.178
1,126,13.163,1971.19
1,127,12.238,807.061
1,128,11.954,730.517
1,129,13.151,488.523
1,130,11.207,185.767
1,131,12.295,1654.75
1,132,11.881,389.101
1,133,13.341,1066.4
1,134,12.157,756.62
1,135,12.4,2105.06
1,136,11.223,192.066
1,137,11.412,175.251
1,138,13.204,1214.81
1,139,12.389,573.745
1,140,11.906,407.891
1,141,11.697,1766.05
1,142,11.32,198.923
1,143,12.892,453.166
1,144,12.452,2079.96
1,145,12.468,1565.54
1,146,12.741,1929.39
1,147,13.275,1463.98
1,148,12.378,568.898
1,149,12.266,1566.01
1,150,12.595,901.156
1,151,12.43,2046.65
