3,0,36.288,584.944
3,1,35.707,805.038
3,2,35.595,964.013
3,3,35.899,192.121
3,4,35.553,288.636
3,5,35.562,548.387
3,6,35.518,345.133
3,7,35.619,653.758
3,8,35.518,740.827
3,9,35.339,317.973
3,10,36.318,93.875
3,11,35.84,960.526
3,12,35.906,389.004
3,13,35.819,662.369
3,14,35.862,548.08
3,15,36.15,740.801
3,16,35.547,848.579
3,17,35.611,897.414
3,18,35.678,1161.14
3,19,35.878,1289.5
3,20,35.666,242.586
3,21,35.651,674.096
3,22,35.665,440.532
3,23,35.695,165.74
3,24,35.785,702.585
3,25,35.959,748.093
3,26,35.399,855.004
3,27,35.805,694.414
3,28,35.476,266.811
3,29,35.723,175.713
3,30,35.873,82.569
3,31,35.644,1461.88
3,32,35.836,388.749
3,33,35.943,960.066
3,34,35.684,1474.69
3,35,35.468,1101.11
3,36,35.859,1369.06
3,37,35.746,802.987
3,38,35.347,313.117
3,39,36.023,1379.57
3,40,35.634,277.243
3,41,35.678,256.035
3,42,35.613,548.842
3,43,36.056,1008.36
3,44,35.586,265.379
3,45,35.656,1255.6
3,46,35.576,348.979
3,47,35.675,402.746
3,48,35.687,1488.21
3,49,35.954,750.637
3,50,36.049,992.145
3,51,36.313,47.265
3,52,35.636,691.276
3,53,36.979,738.897
3,54,35.865,133.841
3,55,35.147,728.708
3,56,35.997,1027.29
3,57,35.97,1591.75
3,58,35.675,748.665
3,59,35.876,69.068
3,60,36.122,635.339
3,61,35.919,128.911
3,62,35.767,224.02
3,63,35.687,1608.26
3,64,35.975,76.744
3,65,36.989,217.369
3,66,35.578,304.361
3,67,35.331,293.548
3,68,35.851,692.793
3,69,36.388,897.384
3,70,35.759,1305.49
3,71,36.118,1039.11
3,72,35.774,829.486
3,73,35.448,516.344
3,74,35.536,170.097
3,75,35.048,279.075
3,76,35.69,922.374
3,77,35.859,674.464
3,78,35.993,590.987
3,79,35.968,207.857
3,80,36.03,1055.12
3,81,35.75,1635.81
3,82,35.723,659.819
3,83,35.814,713.701
3,84,33.914,183.851
3,85,35.937,109.721
3,86,35.141,128.705
3,87,35.389,98.131
3,88,35.62,230.565
3,89,35.616,477.017
3,90,35.596,598.334
3,91,36.053,709.406
3,92,35.626,546.783
3,93,35.827,165.008
3,94,35.638,425.705
3,95,35.517,767.395
3,96,35.673,1411.16
3,97,35.984,612.386
3,98,35.451,1152.6
3,99,35.575,1145.7
3,100,35.127,1158.04
3,101,35.732,245.654
3,102,35.748,229.039
3,103,36.017,60.648
3,104,35.602,1040.36
3,105,35.308,904.244
3,106,35.644,952.043
3,107,35.775,177.787
3,108,35.993,619.185
3,109,35.71,206.05
3,110,35.632,1591.53
3,111,35.824,1501.38
3,112,35.636,793.74
3,113,35.781,1434.45
3,114,35.929,1298.47
3,115,35.695,173.21
3,116,35.787,444.59
3,117,35.865,549.64
3,118,35.736,463.987
3,119,35.832,993.541
3,120,35.377,336.902
3,121,35.917,557.472
3,122,36.04,177.537
3,123,36.016,1539.72
3,124,35.714,354.861
3,125,35.643,188.923
3,126,35.606,1127.63
3,127,35.701,168.925
3,128,35.486,1471.99
3,129,35.754,236.371
3,130,36.119,102.521
3,131,35.841,1574.8
3,132,35.499,329.452
3,133,35.529,373.536
3,134,35.792,450.494
3,135,35.722,674.584
3,136,35.922,658.755
3,137,36.835,879.187
3,138,35.65,136.95
3,139,35.684,694.472
3,140,35.736,1319.98
3,141,36.049,703.704
3,142,35.55,424.051
3,143,35.663,748.603
3,144,35.556,266.396
3,145,35.662,1430.99
3,146,35.77,139.817
3,147,35.22,366.005
3,148,35.642,444.293
3,149,35.708,779.872
