2,0,23.627,449.766
2,1,23.919,827.123
2,2,24.082,234.906
2,3,23.905,723.464
2,4,24.234,1498
2,5,23.792,125.274
2,6,24.118,1055.75
2,7,23.206,569.516
2,8,23.526,522.897
2,9,23.691,383.709
2,10,23.942,441.689
2,11,24.091,1585.19
2,12,23.722,256.433
2,13,23.989,492.574
2,14,23.983,460.465
2,15,24.291,1222.35
2,16,23.72,424.84
2,17,23.824,1387.48
2,18,24.243,1635.89
2,19,23.691,113.73
2,20,23.851,470.645
2,21,23.996,1337.99
2,22,23.911,1344.03
2,23,23.839,217.766
2,24,24.166,1124.53
2,25,23.765,790.368
2,26,23.662,131.72
2,27,23.972,1300.02
2,28,24.134,81.548
2,29,24.102,228.765
2,30,23.573,420.565
2,31,23.742,353.843
2,32,23.897,692.559
2,33,23.732,325.703
2,34,24.001,1194.5
2,35,23.814,607.824
2,36,24.039,723.476
2,37,24.448,1615.7
2,38,23.797,807.331
2,39,23.679,337.556
2,40,24.196,180.043
2,41,23.649,267.866
2,42,24.233,1411.32
2,43,23.889,1500.24
2,44,23.769,1383.17
2,45,23.685,1287.58
2,46,23.65,511.577
2,47,24.023,337.669
2,48,23.934,917.733
2,49,24.266,222.177
2,50,24.043,112.425
2,51,24.423,911.142
2,52,23.664,158.745
2,53,23.705,395.562
2,54,24.126,68.566
2,55,23.613,746.702
2,56,23.525,1169.26
2,57,23.849,419.924
2,58,23.969,1163.1
2,59,24.099,364.841
2,60,23.729,493.421
2,61,24.376,1591.97
2,62,23.855,339.265
2,63,23.728,390.059
2,64,23.974,927.136
2,65,23.669,454.717
2,66,23.903,1261.56
2,67,25.31,220.31
2,68,23.925,160.679
2,69,24.184,129.819
2,70,24.2,939.218
2,71,23.72,744.478
2,72,23.921,798.712
2,73,23.952,1230.42
2,74,23.589,378.425
2,75,23.924,1394.7
2,76,23.484,478.586
2,77,23.885,1195.35
2,78,23.708,411.686
2,79,24.025,682.756
2,80,23.918,855.239
2,81,23.662,137.986
2,82,23.839,100.572
2,83,23.659,822.616
2,84,24.042,666.232
2,85,23.75,330.975
2,86,23.453,528.885
2,87,23.875,1179.04
2,88,23.557,497.527
2,89,23.539,395.443
2,90,23.701,473.145
2,91,23.699,382.905
2,92,24.089,955.945
2,93,24.177,1123.06
2,94,23.832,153.343
2,95,24.124,900.276
2,96,23.738,339.105
2,97,23.997,1381.06
2,98,24.232,223.592
2,99,23.858,805.278
2,100,24.225,1251.88
2,101,23.958,202.412
2,102,23.925,161.585
2,103,23.67,107.455
2,104,23.866,717.365
2,105,23.497,385.364
2,106,23.721,680.81
2,107,24.023,91.36
2,108,24.428,1554.68
2,109,23.455,520.231
2,110,23.682,440.958
2,111,23.832,134.171
2,112,23.269,567.566
2,113,23.809,1435.47
2,114,23.535,91.903
2,115,24.321,937.468
2,116,23.58,351.011
2,117,23.991,241.768
2,118,23.878,442.834
2,119,24.341,1651.57
2,120,24.139,266.184
2,121,24.019,226.996
2,122,23.403,568.166
2,123,23.809,333.027
2,124,23.984,1412.67
2,125,23.844,174.943
2,126,24.04,895.744
2,127,23.861,435.954
2,128,23.818,430.952
2,129,24.038,1008.8
2,130,24.017,215.22
2,131,23.91,840.078
2,132,27.372,78.067
2,133,23.9,283.787
2,134,23.941,879.381
2,135,24.167,1070.34
2,136,23.554,401.881
2,137,23.78,447.46
2,138,23.556,531.781
2,139,23.82,143.497
2,140,24.469,80.897
2,141,24.013,655.966
2,142,23.789,859.887
2,143,24.221,904.632
2,144,23.898,760.705
2,145,23.893,462.056
2,146,23.119,575.828
2,147,23.289,549.141
2,148,23.892,226.68
2,149,23.793,707.567
2,150,23.842,114.73
2,151,23.724,1215.28
2,152,23.712,1268.97
2,153,23.701,291.215
2,154,23.854,1430.52
2,155,23.817,368.157
2,156,23.586,500.909
2,157,24.201,186.331
2,158,24.538,1593.18
2,159,24.469,1582.05
2,160,23.674,142.63
2,161,24.04,284.733
2,162,23.74,166.743
2,163,23.965,1558.9
2,164,23.904,161.709
2,165,24.003,667.805
2,166,24.015,1198.8
2,167,23.91,1334.26
2,168,23.825,1043.12
2,169,23.998,1541.11
2,170,24.038,214.568
2,171,24.529,1553.14
2,172,23.21,499.392
2,173,23.739,261.208
2,174,23.798,328.304
2,175,23.826,663.148
2,176,24.186,1162.96
2,177,24.063,679.727
2,178,23.702,88.137
